dimension,image,theta,elo_like,comparisons,component_id,component_size,n_components_dim,theta_ci_low,theta_ci_high,elo_like_ci_low,elo_like_ci_high,url,elo,comparisons_elo
atrakcyjna,2369.jpg,1.2975252931026495,1725.4032299697521,6,0,2456,72,1.345724878333523e-18,1.8332645722056835,1500.0,1818.4706750310615,https://langtorch.org/static/gandalf/2369.jpg,3141.9797801190175,6
atrakcyjna,2974.jpg,1.2821709464832922,1722.7359067657453,8,0,2456,72,0.38373553804886557,1.762270700599418,1566.661690673919,1806.137776356042,https://langtorch.org/static/gandalf/2974.jpg,2421.959604093904,8
atrakcyjna,737.jpg,1.2819897613007116,1722.7044316757465,6,0,2456,72,2.0017657565211165e-18,1.7567297956372643,1500.0,1805.1752225761165,https://langtorch.org/static/gandalf/737.jpg,4429.432437684067,6
atrakcyjna,202.jpg,1.2689029295812502,1720.431016155203,4,0,2456,72,-6.745445952646784e-18,1.865096400211537,1500.0,1824.0004299317957,https://langtorch.org/static/gandalf/202.jpg,3912.0376172286383,4
atrakcyjna,821.jpg,1.2611618759021819,1719.0862573964284,8,0,2456,72,0.17185170475431874,1.699122473218655,1529.853698832187,1795.167805678667,https://langtorch.org/static/gandalf/821.jpg,3203.285432808442,8
atrakcyjna,1162.jpg,1.2584121171483358,1718.6085753750842,8,0,2456,72,0.3709200810864907,1.6728300345529035,1564.435417777188,1790.6003412673408,https://langtorch.org/static/gandalf/1162.jpg,2470.8406181475298,8
atrakcyjna,2517.jpg,1.2569259216787585,1718.3503967784975,8,0,2456,72,0.3892343777822222,1.6632061045359166,1567.616936975146,1788.9284933871006,https://langtorch.org/static/gandalf/2517.jpg,3094.373975725805,8
atrakcyjna,1205.jpg,1.2526537893704963,1717.608251383522,8,0,2456,72,0.2241004464666718,1.6792890707655714,1538.9302349170123,1791.7223907815708,https://langtorch.org/static/gandalf/1205.jpg,2460.3571002991466,8
atrakcyjna,2644.jpg,1.2440521517698513,1716.1139938854053,6,0,2456,72,1.345724878333523e-18,1.8088063969447694,1500.0,1814.2218548097665,https://langtorch.org/static/gandalf/2644.jpg,3042.603783845965,6
atrakcyjna,1337.jpg,1.2428757435305164,1715.9096308426817,6,0,2456,72,4.037174635000569e-18,1.7015329116892364,1500.0,1795.5865417293635,https://langtorch.org/static/gandalf/1337.jpg,3597.56130289174,6
atrakcyjna,1895.jpg,1.2417140122451218,1715.7078174480014,4,0,2456,72,-8.7472117091679e-18,1.7827624017063162,1500.0,1809.6975494422566,https://langtorch.org/static/gandalf/1895.jpg,3424.3422402739184,4
atrakcyjna,448.jpg,1.2382653714860734,1715.1087271873128,4,0,2456,72,-9.420074148334662e-18,1.8010305595483114,1500.0,1812.871053500383,https://langtorch.org/static/gandalf/448.jpg,4314.153742938656,4
atrakcyjna,1440.jpg,1.2252813043353732,1712.8531637008286,6,0,2456,72,4.020353074021401e-18,1.7122032570872319,1500.0,1797.440170579904,https://langtorch.org/static/gandalf/1440.jpg,3726.0181881790872,6
atrakcyjna,2663.jpg,1.225280856047395,1712.8530858252304,6,0,2456,72,1.345724878333523e-18,1.665911567795724,1500.0,1789.3984804929912,https://langtorch.org/static/gandalf/2663.jpg,3634.28942486979,6
atrakcyjna,2497.jpg,1.222077287590988,1712.2965689840237,6,0,2456,72,4.020353074021401e-18,1.7352147417054788,1500.0,1801.4376748959464,https://langtorch.org/static/gandalf/2497.jpg,4082.45857367766,6
atrakcyjna,285.jpg,1.2088170656672292,1709.9930324999034,4,0,2456,72,-5.382899513334092e-18,1.7355000871803625,1500.0,1801.4872444820176,https://langtorch.org/static/gandalf/285.jpg,3185.534229747121,4
atrakcyjna,1577.jpg,1.206748856990224,1709.6337478535643,6,0,2456,72,6.728624391667615e-19,1.6848778833568647,1500.0,1792.6932669690868,https://langtorch.org/static/gandalf/1577.jpg,3007.261897679949,6
atrakcyjna,2607.jpg,1.1932640783678385,1707.2912018754087,8,0,2456,72,0.36091470581264606,1.678026742186856,1562.697306068867,1791.5031018471368,https://langtorch.org/static/gandalf/2607.jpg,3354.1496486532383,8
atrakcyjna,2204.jpg,1.1912349121698476,1706.938699602348,4,0,2456,72,-5.382899513334092e-18,1.7678470299827178,1500.0,1807.1064839882188,https://langtorch.org/static/gandalf/2204.jpg,3650.222319983536,4
atrakcyjna,1806.jpg,1.190286899186634,1706.7740128793948,6,0,2456,72,9.420074148334662e-18,1.6930178606482047,1500.0,1794.1073258572656,https://langtorch.org/static/gandalf/1806.jpg,2652.8286647919235,6
atrakcyjna,729.jpg,1.182686482087654,1705.4536851968949,6,0,2456,72,1.96812263456278e-18,1.6902863320640062,1500.0,1793.6328107407542,https://langtorch.org/static/gandalf/729.jpg,2701.97520507221,6
atrakcyjna,1438.jpg,1.1794733341932704,1704.895504236867,4,0,2456,72,-9.453717270292999e-18,1.7333060886802205,1500.0,1801.1061079052513,https://langtorch.org/static/gandalf/1438.jpg,3907.5139647088436,4
atrakcyjna,1458.jpg,1.178604042630737,1704.7444928253576,6,0,2456,72,-1.345724878333523e-18,1.7511791941616406,1500.0,1804.2109843392734,https://langtorch.org/static/gandalf/1458.jpg,3718.959126408519,6
atrakcyjna,2366.jpg,1.1635151996538076,1702.1232923280836,6,0,2456,72,6.5604087818759345e-19,1.59947490698075,1500.0,1777.8572504177828,https://langtorch.org/static/gandalf/2366.jpg,3617.741021149989,6
atrakcyjna,1394.jpg,1.1602706663057394,1701.5596591563167,4,0,2456,72,-7.418308391813544e-18,1.7615762750151094,1500.0,1806.017142276299,https://langtorch.org/static/gandalf/1394.jpg,3849.8548174321495,4
atrakcyjna,2910.jpg,1.1598223766521163,1701.4817832671715,12,0,2456,72,-0.16514211633616419,2.069864455661176,1471.3118760581517,1859.5722845525306,https://langtorch.org/static/gandalf/2910.jpg,2225.627239379476,12
atrakcyjna,2955.jpg,1.152938314938848,1700.28589926111,4,0,2456,72,-9.420074148334662e-18,1.712538851553666,1500.0,1797.4984693098756,https://langtorch.org/static/gandalf/2955.jpg,3583.846384999275,4
atrakcyjna,1147.jpg,1.146825028039333,1699.2239125544097,6,0,2456,72,-2.691449756667046e-18,1.690088711035941,1500.0,1793.5984804519555,https://langtorch.org/static/gandalf/1147.jpg,2473.0527619162563,6
atrakcyjna,961.jpg,1.1466055586549124,1699.1857868173695,6,0,2456,72,-1.345724878333523e-18,1.6271787075465758,1500.0,1782.6698935031773,https://langtorch.org/static/gandalf/961.jpg,2694.9769980457227,6
atrakcyjna,946.jpg,1.1446887318791124,1698.8527999007717,8,0,2456,72,0.3102592669150783,1.6303884737232985,1553.8975550322266,1783.2274869986773,https://langtorch.org/static/gandalf/946.jpg,3097.2034826471795,8
atrakcyjna,866.jpg,1.1416241742502176,1698.3204317136904,4,0,2456,72,-1.0092936587501423e-17,1.7621502823977764,1500.0,1806.1168575718445,https://langtorch.org/static/gandalf/866.jpg,3792.8484429703,4
atrakcyjna,2006.jpg,1.139077467990684,1697.8780235234728,6,0,2456,72,0.0,1.6328042261069406,1500.0,1783.6471461706215,https://langtorch.org/static/gandalf/2006.jpg,3216.0509730907575,6
atrakcyjna,1828.jpg,1.1376374414171884,1697.6278652856076,8,0,2456,72,0.07451615879282271,1.739132338937724,1512.9447826305397,1802.1182312400597,https://langtorch.org/static/gandalf/1828.jpg,3713.2804369858272,8
atrakcyjna,543.jpg,1.13604398767646,1697.3510540189009,6,0,2456,72,3.3474906348546398e-18,1.6173109078363268,1500.0,1780.9556811181021,https://langtorch.org/static/gandalf/543.jpg,3756.7463703420435,6
atrakcyjna,2815.jpg,1.1300203995915057,1696.3046495922795,6,0,2456,72,1.345724878333523e-18,1.7188482175323976,1500.0,1798.5945184414243,https://langtorch.org/static/gandalf/2815.jpg,3471.4192000161856,6
atrakcyjna,1890.jpg,1.1272870583929715,1695.8298195924065,4,0,2456,72,-8.074349270001138e-18,1.6856896543108955,1500.0,1792.8342860274488,https://langtorch.org/static/gandalf/1890.jpg,4288.568752607451,4
atrakcyjna,2313.jpg,1.1254005366453936,1695.502097198421,4,0,2456,72,-9.420074148334662e-18,1.6902833611958001,1500.0,1793.6322946480868,https://langtorch.org/static/gandalf/2313.jpg,3252.315819416918,4
atrakcyjna,2370.jpg,1.1239332417951566,1695.2472019757079,6,0,2456,72,1.3120817563751869e-18,1.5523359287795404,1500.0,1769.6683711716455,https://langtorch.org/static/gandalf/2370.jpg,2838.0164635051187,6
atrakcyjna,1718.jpg,1.1231600680347453,1695.1128879366283,6,0,2456,72,4.003531513042233e-18,1.5389667148496513,1500.0,1767.3459008367915,https://langtorch.org/static/gandalf/1718.jpg,2912.0558484170415,6
atrakcyjna,524.jpg,1.12296468117037,1695.0789457618146,6,0,2456,72,2.674628195687878e-18,1.7564687191427009,1500.0,1805.129868943739,https://langtorch.org/static/gandalf/524.jpg,2646.717751024351,6
atrakcyjna,404.jpg,1.1225707835705123,1695.0105187401932,4,0,2456,72,-6.7286243916676156e-18,1.6279544994847044,1500.0,1782.8046623663108,https://langtorch.org/static/gandalf/404.jpg,3407.60323472457,4
atrakcyjna,1463.jpg,1.120485525382659,1694.648272290462,6,0,2456,72,-3.3643121958336163e-20,1.6175687401850438,1500.0,1781.0004711846236,https://langtorch.org/static/gandalf/1463.jpg,2895.424912003088,6
atrakcyjna,2018.jpg,1.1197877585535698,1694.5270577770505,4,0,2456,72,-8.074349270001138e-18,1.7485099244821694,1500.0,1803.7472847022711,https://langtorch.org/static/gandalf/2018.jpg,4014.464265327213,4
atrakcyjna,367.jpg,1.1196825357192062,1694.5087786985168,4,0,2456,72,-8.074349270001138e-18,1.6852652827552546,1500.0,1792.7605651374922,https://langtorch.org/static/gandalf/367.jpg,3869.6846556076125,4
atrakcyjna,1911.jpg,1.1143340617821618,1693.579653611532,4,0,2456,72,-8.074349270001138e-18,1.6919853649648158,1500.0,1793.9279629861117,https://langtorch.org/static/gandalf/1911.jpg,2890.7467605860697,4
atrakcyjna,1365.jpg,1.1142111344228174,1693.5582989419968,4,0,2456,72,-9.420074148334662e-18,1.6840328023879954,1500.0,1792.5464613684703,https://langtorch.org/static/gandalf/1365.jpg,3203.502759479229,4
atrakcyjna,1771.jpg,1.1097660729493803,1692.786112674143,4,0,2456,72,-8.107992391959475e-18,1.6386487727947252,1500.0,1784.6624479209138,https://langtorch.org/static/gandalf/1771.jpg,3653.4981642424104,4
atrakcyjna,188.jpg,1.1077205390951044,1692.4307670479598,6,0,2456,72,-6.896840001459296e-19,1.548180771363135,1500.0,1768.9465463966917,https://langtorch.org/static/gandalf/188.jpg,2467.578669287751,6
atrakcyjna,2597.jpg,1.1045663580491865,1691.8828296786933,8,0,2456,72,1.2372902495091684e-14,1.6215899257842266,1500.000000000002,1781.6990226711973,https://langtorch.org/static/gandalf/2597.jpg,4064.3860062350677,8
atrakcyjna,925.jpg,1.1018526563813549,1691.4114114147449,12,0,2456,72,0.263054455825431,1.7402610790272126,1545.697239442019,1802.3143134770069,https://langtorch.org/static/gandalf/925.jpg,1943.770865286012,12
atrakcyjna,599.jpg,1.1012443955196105,1691.3057456804195,4,0,2456,72,-8.074349270001138e-18,1.6122252767850882,1500.0,1780.0722165170828,https://langtorch.org/static/gandalf/599.jpg,3502.251862580064,4
atrakcyjna,1402.jpg,1.1004189259020905,1691.1623469204724,6,0,2456,72,-1.0765799026668185e-17,1.7748276864155301,1500.0,1808.319148215752,https://langtorch.org/static/gandalf/1402.jpg,3575.5422091614887,6
atrakcyjna,1952.jpg,1.0963095161471763,1690.448469328297,4,0,2456,72,-8.764033270147067e-18,1.577928853781599,1500.0,1774.1143176133087,https://langtorch.org/static/gandalf/1952.jpg,2903.240314707939,4
atrakcyjna,2544.jpg,1.0922424847594863,1689.7419536125367,6,0,2456,72,0.0,1.6640378821235804,1500.0,1789.072987953698,https://langtorch.org/static/gandalf/2544.jpg,2553.397373912936,6
atrakcyjna,128.jpg,1.0920014323985252,1689.7000785284506,4,0,2456,72,-5.382899513334092e-18,1.5955340185608324,1500.0,1777.172647979956,https://langtorch.org/static/gandalf/128.jpg,3804.490782329399,4
atrakcyjna,682.jpg,1.0906071794862708,1689.4578719899828,8,0,2456,72,0.39299671880505377,1.5253165313222588,1568.2705225532475,1764.9746210836263,https://langtorch.org/static/gandalf/682.jpg,3070.432689801892,8
atrakcyjna,2450.jpg,1.0902828238341442,1689.4015256420257,12,0,2456,72,-0.10579231299540492,2.021106039398797,1481.6219928953255,1851.1020801008935,https://langtorch.org/static/gandalf/2450.jpg,1542.3312507756928,12
atrakcyjna,1391.jpg,1.087440464490463,1688.907757250607,6,0,2456,72,4.003531513042233e-18,1.586553457250725,1500.0,1775.6125646914065,https://langtorch.org/static/gandalf/1391.jpg,3931.016577531164,6
atrakcyjna,2924.jpg,1.0853115200583383,1688.5379217229467,6,0,2456,72,2.6409850737295418e-18,1.6672378151432132,1500.0,1789.6288732548526,https://langtorch.org/static/gandalf/2924.jpg,2513.0659728400356,6
atrakcyjna,2454.jpg,1.0842106691803006,1688.3466843382546,4,0,2456,72,-1.0765799026668185e-17,1.7038510115504066,1500.0,1795.9892369206461,https://langtorch.org/static/gandalf/2454.jpg,3951.1556565025508,4
atrakcyjna,2178.jpg,1.082154477303397,1687.9894872239051,6,0,2456,72,6.5604087818759345e-19,1.6567929890691793,1500.0,1787.8144211234958,https://langtorch.org/static/gandalf/2178.jpg,2904.2471011979983,6
atrakcyjna,2368.jpg,1.0820466450166213,1687.9707548370582,6,0,2456,72,-1.707388439385656e-18,1.5619092868033688,1500.0,1771.3314337968586,https://langtorch.org/static/gandalf/2368.jpg,2887.1026991353424,6
atrakcyjna,799.jpg,1.0810531329836854,1687.7981641196147,6,0,2456,72,1.337314097843939e-18,1.599939188953374,1500.0,1777.9379044572859,https://langtorch.org/static/gandalf/799.jpg,2953.96932999966,6
atrakcyjna,2719.jpg,1.08017344511288,1687.6453466843795,4,0,2456,72,-1.0109758148480591e-17,1.6892693192044286,1500.0,1793.4561375115786,https://langtorch.org/static/gandalf/2719.jpg,2929.363411965983,4
atrakcyjna,1801.jpg,1.0781500392892787,1687.2938450908432,6,0,2456,72,-1.345724878333523e-18,1.4952749344748344,1500.0,1759.7558611882669,https://langtorch.org/static/gandalf/1801.jpg,2979.7351387090853,6
atrakcyjna,1800.jpg,1.0777179042892284,1687.2187755524594,4,0,2456,72,-9.420074148334662e-18,1.6691008552938151,1500.0,1789.9525164776408,https://langtorch.org/static/gandalf/1800.jpg,3745.448779972592,4
atrakcyjna,898.jpg,1.0760024521642315,1686.9207709957172,4,0,2456,72,-9.420074148334662e-18,1.6424152809825467,1500.0,1785.3167574097197,https://langtorch.org/static/gandalf/898.jpg,4766.309815181429,4
atrakcyjna,2243.jpg,1.0701953080507365,1685.9119667380742,4,0,2456,72,-9.420074148334662e-18,1.624830375070869,1500.0,1782.2619463688277,https://langtorch.org/static/gandalf/2243.jpg,2775.3378792272747,4
atrakcyjna,943.jpg,1.0699435464860747,1685.8682312747592,6,0,2456,72,1.328903317354355e-18,1.4783682548837918,1500.0,1756.8188701267884,https://langtorch.org/static/gandalf/943.jpg,2639.201918138887,6
atrakcyjna,1134.jpg,1.0679924581361464,1685.5292925131273,4,0,2456,72,-8.074349270001138e-18,1.7001123496597457,1500.0,1795.3397648291198,https://langtorch.org/static/gandalf/1134.jpg,4468.039429110117,4
atrakcyjna,861.jpg,1.0673402847759874,1685.4159983965028,4,0,2456,72,-7.418308391813544e-18,1.565084346064142,1500.0,1771.8829980835264,https://langtorch.org/static/gandalf/861.jpg,2763.5118585039463,4
atrakcyjna,2361.jpg,1.0652313652148682,1685.049641545234,6,0,2456,72,2.6409850737295418e-18,1.5552769489934501,1500.0,1770.1792787116724,https://langtorch.org/static/gandalf/2361.jpg,3822.8533393394127,6
atrakcyjna,632.jpg,1.0645443623095157,1684.9302969168955,4,0,2456,72,-8.7472117091679e-18,1.6803742353699722,1500.0,1791.91090318143,https://langtorch.org/static/gandalf/632.jpg,3718.0611016618805,4
atrakcyjna,1364.jpg,1.0623568976251578,1684.5502953801856,4,0,2456,72,-8.074349270001138e-18,1.566932669340861,1500.0,1772.2040847234675,https://langtorch.org/static/gandalf/1364.jpg,2759.6656156065756,4
atrakcyjna,1084.jpg,1.058497752366589,1683.8798931839217,4,0,2456,72,-8.074349270001138e-18,1.5623967781995591,1500.0,1771.416119726195,https://langtorch.org/static/gandalf/1084.jpg,2970.4967308267323,4
atrakcyjna,2752.jpg,1.0576722274839006,1683.7364848234315,4,0,2456,72,-8.7472117091679e-18,1.6327147843773058,1500.0,1783.6316085507685,https://langtorch.org/static/gandalf/2752.jpg,4160.69033384369,4
atrakcyjna,697.jpg,1.0564227332346352,1683.5194254403812,6,0,2456,72,2.674628195687878e-18,1.5831753752727957,1500.0,1775.025731746434,https://langtorch.org/static/gandalf/697.jpg,3206.994023642346,6
atrakcyjna,939.jpg,1.0559647010442763,1683.4398570992585,12,0,2456,72,-0.21115020824828792,1.8147337041427467,1463.3194518820185,1815.2515335332173,https://langtorch.org/static/gandalf/939.jpg,3091.3892948790494,12
atrakcyjna,657.jpg,1.0558109984772217,1683.413156228568,4,0,2456,72,-8.074349270001138e-18,1.6282625561603792,1500.0,1782.8581772920545,https://langtorch.org/static/gandalf/657.jpg,4277.747876126149,4
atrakcyjna,2637.jpg,1.053768902104886,1683.05840775416,4,0,2456,72,-8.107992391959475e-18,1.5491878974011961,1500.0,1769.121502109056,https://langtorch.org/static/gandalf/2637.jpg,3260.304952002466,4
atrakcyjna,2462.jpg,1.049970015202407,1682.3984735065114,10,0,2456,72,0.2197232769694858,1.641648558077594,1538.169842693419,1785.1835639990115,https://langtorch.org/static/gandalf/2462.jpg,2959.14997907931,10
atrakcyjna,2448.jpg,1.0498699763158552,1682.3810949719496,8,0,2456,72,-8.107992391959475e-18,1.5696585995154473,1500.0,1772.677627296618,https://langtorch.org/static/gandalf/2448.jpg,1384.2736908916304,8
atrakcyjna,388.jpg,1.0440950419052224,1681.377886112793,4,0,2456,72,-9.43689570931383e-18,1.5870311469157505,1500.0,1775.6955478856398,https://langtorch.org/static/gandalf/388.jpg,4162.283397211831,4
atrakcyjna,587.jpg,1.0436412135393756,1681.2990480507856,4,0,2456,72,-6.7286243916676156e-18,1.616067699052214,1500.0,1780.7397136321847,https://langtorch.org/static/gandalf/587.jpg,3144.5148213470625,4
atrakcyjna,303.jpg,1.0431444369033345,1681.2127491100773,4,0,2456,72,-6.0557619525008536e-18,1.5221036603581528,1500.0,1764.4164882313148,https://langtorch.org/static/gandalf/303.jpg,3163.408636469014,4
atrakcyjna,1833.jpg,1.0428272717326441,1681.1576518766842,4,0,2456,72,-9.420074148334662e-18,1.585490482440666,1500.0,1775.4279070536422,https://langtorch.org/static/gandalf/1833.jpg,3208.402040295867,4
atrakcyjna,2495.jpg,1.0404279206985751,1680.740841910986,6,0,2456,72,-3.3643121958336163e-20,1.5095194576552042,1500.0,1762.2303883140978,https://langtorch.org/static/gandalf/2495.jpg,2806.4547874214327,6
atrakcyjna,1710.jpg,1.0390953334953246,1680.5093478033755,20,0,2456,72,0.08350245243627216,1.925003869328722,1514.5058617273846,1834.4074232367489,https://langtorch.org/static/gandalf/1710.jpg,1466.1961470935807,20
atrakcyjna,2724.jpg,1.037908024012944,1680.3030910207717,6,0,2456,72,2.65780663470871e-18,1.449216902022216,1500.0,1751.7547614516695,https://langtorch.org/static/gandalf/2724.jpg,2380.058841176956,6
atrakcyjna,1573.jpg,1.0345042654442629,1679.711797595128,12,0,2456,72,0.08396244233618562,1.7377157085170767,1514.58577015749,1801.8721373302265,https://langtorch.org/static/gandalf/1573.jpg,3018.5304211065286,12
atrakcyjna,1127.jpg,1.0343389154562772,1679.683073360182,4,0,2456,72,-8.107992391959475e-18,1.55219186149158,1500.0,1769.643344120372,https://langtorch.org/static/gandalf/1127.jpg,2463.7406046661254,4
atrakcyjna,1616.jpg,1.0335042450198666,1679.5380762542857,4,0,2456,72,-9.420074148334662e-18,1.5192585544001287,1500.0,1763.922242704115,https://langtorch.org/static/gandalf/1616.jpg,3019.2896229437147,4
atrakcyjna,2012.jpg,1.032291735496919,1679.3274417762573,8,0,2456,72,-1.0799442148626521e-17,1.768179866557161,1500.0,1807.1643036232813,https://langtorch.org/static/gandalf/2012.jpg,2033.1689609309026,8
atrakcyjna,2850.jpg,1.0316804557661319,1679.2212516106651,4,0,2456,72,-8.074349270001138e-18,1.5361470613234083,1500.0,1766.856076849861,https://langtorch.org/static/gandalf/2850.jpg,2709.59931449887,4
atrakcyjna,2360.jpg,1.0311360183552236,1679.1266731453454,4,0,2456,72,-9.43689570931383e-18,1.523409324341454,1500.0,1764.6433052965817,https://langtorch.org/static/gandalf/2360.jpg,2691.877605337428,4
atrakcyjna,2321.jpg,1.022976375342176,1677.7091979713987,4,0,2456,72,-1.0765799026668185e-17,1.671870869663762,1500.0,1790.433717259905,https://langtorch.org/static/gandalf/2321.jpg,3220.221889264127,4
atrakcyjna,1861.jpg,1.021273054564508,1677.4133008455378,4,0,2456,72,-9.43689570931383e-18,1.6062381874768152,1500.0,1779.0321525773847,https://langtorch.org/static/gandalf/1861.jpg,2835.9485414461724,4
atrakcyjna,2541.jpg,1.020475798232474,1677.2748032352717,12,0,2456,72,0.15015580226775313,1.631953689841159,1526.0847345402565,1783.4993928878666,https://langtorch.org/static/gandalf/2541.jpg,1685.282947906332,12
atrakcyjna,2015.jpg,1.0186534574497887,1676.9582302168449,2,0,2456,72,-1.2128345465980875e-17,1.7901069129114342,1500.0,1810.9734217177204,https://langtorch.org/static/gandalf/2015.jpg,3972.066339833075,2
atrakcyjna,1598.jpg,1.017327378065168,1676.7278666331222,4,0,2456,72,-8.091170830980306e-18,1.4865119422764161,1500.0,1758.233573525573,https://langtorch.org/static/gandalf/1598.jpg,3175.354804332571,4
atrakcyjna,1182.jpg,1.0167255647649325,1676.623320954951,4,0,2456,72,-8.074349270001138e-18,1.5119477995024375,1500.0,1762.652234499869,https://langtorch.org/static/gandalf/1182.jpg,3550.065955247402,4
atrakcyjna,2618.jpg,1.0141523552695406,1676.176308681099,4,0,2456,72,-9.420074148334662e-18,1.6115140012543392,1500.0,1779.9486553018357,https://langtorch.org/static/gandalf/2618.jpg,2957.8235299276243,4
atrakcyjna,670.jpg,1.0106433678069966,1675.566735124279,4,0,2456,72,-1.0109758148480591e-17,1.6183684741567586,1500.0,1781.1393992049861,https://langtorch.org/static/gandalf/670.jpg,2633.3100893633036,4
